noise,magnitude,trials,storm_rate,fallback_topk_rate,support_rate,gated_rate,recovery_rate,detection_rate,mean_value_error,mean_solve_residual,mean_spurious_support,storm_headroom
0,0.1,25,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,,0.1000,0.00,
0,0.2,25,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,,0.2000,0.00,
0,0.4,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.00,
0,0.8,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.00,
0,1.6,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.00,
0,3.2,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.00,
0,6.4,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.00,
0,12.8,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.00,
0,25.6,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.00,
0,51.2,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0001,0.0001,0.00,
0,102.4,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0001,0.0001,0.00,
0.05,0.1,25,0.0000,0.7600,0.0000,0.0000,0.0000,0.0000,,1.4959,0.00,0.0398
0.05,0.2,25,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,,1.5119,0.00,0.0407
0.05,0.4,25,0.0000,1.0000,0.9200,0.0000,0.9200,0.9200,0.0292,1.5049,0.00,0.0427
0.05,0.8,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0253,1.5130,0.00,0.0530
0.05,1.6,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0278,1.4932,0.00,0.0861
0.05,3.2,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0287,1.4986,0.00,0.2206
0.05,6.4,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0225,1.5282,0.00,0.7708
0.05,12.8,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0276,1.5628,0.00,2.9364
0.05,25.6,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0308,1.6866,0.00,11.7183
0.05,51.2,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0590,1.1238,0.00,46.6552
0.05,102.4,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0944,0.0648,0.00,186.3239
0.1,0.1,25,0.0000,0.1600,0.0000,0.0000,0.0000,0.0000,,2.9426,0.96,0.0393
0.1,0.2,25,0.0000,0.7200,0.2000,0.0000,0.2000,0.2000,0.0666,2.9714,1.08,0.0401
0.1,0.4,25,0.0000,1.0000,0.7600,0.0000,0.7600,0.7600,0.0472,3.0010,0.88,0.0414
0.1,0.8,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0589,2.9604,0.76,0.0426
0.1,1.6,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0606,2.9856,0.36,0.0512
0.1,3.2,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0681,3.0141,0.00,0.0867
0.1,6.4,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0784,2.9901,0.00,0.2208
0.1,12.8,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0514,3.0569,0.00,0.7695
0.1,25.6,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0670,3.1816,0.00,2.9620
0.1,51.2,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0753,3.3846,0.00,11.6602
0.1,102.4,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0990,2.3327,0.00,46.6567
0.2,0.1,25,0.0000,0.2400,0.2000,0.0000,0.2000,0.2000,0.0518,4.5229,69.16,0.0406
0.2,0.2,25,0.0000,0.3200,0.2000,0.0000,0.2000,0.2000,0.0902,4.5411,67.40,0.0401
0.2,0.4,25,0.0000,0.6800,0.5600,0.0000,0.5600,0.5600,0.1236,4.5924,66.88,0.0402
0.2,0.8,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0979,4.5612,68.32,0.0414
0.2,1.6,25,0.0000,1.0000,1.0000,0.1200,0.8800,0.8800,0.1246,4.8380,48.36,0.0433
0.2,3.2,25,0.0000,1.0000,1.0000,0.9200,0.0800,0.0800,0.0870,5.2622,22.28,0.0511
0.2,6.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.1256,5.7722,6.16,0.0858
0.2,12.8,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.1130,6.0562,0.04,0.2210
0.2,25.6,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.1345,6.0863,0.00,0.7697
0.2,51.2,25,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.1026,6.3242,0.00,2.9507
0.2,102.4,25,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.1177,6.6323,0.00,11.6818
0.4,0.1,25,0.0000,0.0800,0.2800,1.0000,0.0000,0.0000,0.2296,5.9376,199.72,0.0399
0.4,0.2,25,0.0000,0.2000,0.2400,1.0000,0.0000,0.0000,0.1787,6.0097,199.76,0.0402
0.4,0.4,25,0.0000,0.2400,0.4000,1.0000,0.0000,0.0000,0.1715,5.9929,199.60,0.0398
0.4,0.8,25,0.0000,0.8000,0.8400,1.0000,0.0000,0.0000,0.1565,5.9805,199.16,0.0402
0.4,1.6,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.1623,6.0271,199.00,0.0411
0.4,3.2,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.1475,6.1005,189.20,0.0430
0.4,6.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.1766,7.7652,110.44,0.0517
0.4,12.8,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.2009,10.1366,31.48,0.0853
0.4,25.6,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.2247,11.8570,1.00,0.2215
0.4,51.2,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.2144,12.2976,0.00,0.7641
0.4,102.4,25,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2327,12.8165,0.00,2.9499
0.8,0.1,25,0.0000,0.1600,0.2400,1.0000,0.0000,0.0000,0.2249,12.1878,199.76,0.0410
0.8,0.2,25,0.0000,0.1200,0.3600,1.0000,0.0000,0.0000,0.3195,12.0398,199.64,0.0410
0.8,0.4,25,0.0000,0.2000,0.3200,1.0000,0.0000,0.0000,0.4038,11.9358,199.68,0.0400
0.8,0.8,25,0.0000,0.2400,0.4000,1.0000,0.0000,0.0000,0.3192,11.9826,199.60,0.0403
0.8,1.6,25,0.0000,0.6800,0.8400,1.0000,0.0000,0.0000,0.2592,12.1142,199.16,0.0403
0.8,3.2,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.2740,12.0477,199.00,0.0406
0.8,6.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.2614,11.8612,199.00,0.0424
0.8,12.8,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.2849,12.2379,192.76,0.0515
0.8,25.6,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.4366,17.9911,66.28,0.0854
0.8,51.2,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.5298,23.4892,2.24,0.2236
0.8,102.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.5291,24.3190,0.00,0.7727
1.6,0.1,25,0.0000,0.0800,0.1600,1.0000,0.0000,0.0000,0.8825,24.2877,199.84,0.0404
1.6,0.2,25,0.0000,0.1200,0.2000,1.0000,0.0000,0.0000,0.5092,24.1139,199.80,0.0401
1.6,0.4,25,0.0000,0.0800,0.2000,1.0000,0.0000,0.0000,0.4422,24.0278,199.80,0.0396
1.6,0.8,25,0.0000,0.1600,0.2000,1.0000,0.0000,0.0000,0.3909,24.1471,199.80,0.0406
1.6,1.6,25,0.0000,0.1600,0.4000,1.0000,0.0000,0.0000,0.5668,23.9846,199.60,0.0394
1.6,3.2,25,0.0000,0.7200,0.9600,1.0000,0.0000,0.0000,0.6416,24.0722,199.04,0.0404
1.6,6.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.5719,23.9782,199.00,0.0409
1.6,12.8,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.5986,24.0793,199.00,0.0434
1.6,25.6,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.5577,24.0596,199.00,0.0524
1.6,51.2,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.7329,33.2449,91.68,0.0872
1.6,102.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.9121,46.8420,4.20,0.2224
3.2,0.1,25,0.0000,0.0400,0.1200,1.0000,0.0000,0.0000,0.5029,48.0510,199.88,0.0405
3.2,0.2,25,0.0000,0.2000,0.2400,1.0000,0.0000,0.0000,1.8240,48.4292,199.76,0.0407
3.2,0.4,25,0.0000,0.1600,0.2800,1.0000,0.0000,0.0000,1.2993,48.1034,199.72,0.0401
3.2,0.8,25,0.0000,0.1600,0.2400,1.0000,0.0000,0.0000,1.1111,47.7008,199.76,0.0393
3.2,1.6,25,0.0000,0.1600,0.1600,1.0000,0.0000,0.0000,1.8469,47.7841,199.84,0.0399
3.2,3.2,25,0.0000,0.2800,0.4800,1.0000,0.0000,0.0000,1.1311,47.9952,199.52,0.0402
3.2,6.4,25,0.0000,0.8400,0.8800,1.0000,0.0000,0.0000,1.2383,48.0146,199.12,0.0400
3.2,12.8,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,1.3733,47.9156,199.00,0.0408
3.2,25.6,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,1.3668,47.7242,199.00,0.0434
3.2,51.2,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,1.4043,48.1879,199.00,0.0520
3.2,102.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,1.8608,62.5011,111.32,0.0846
